id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P1431,""Como usted ya sabe, para ser Notario(a) se requiere antes ser Abogado(a). Si su solicitud para ser autorizado(a) como Abogado(a) le es declarada sin lugar ¿Dentro de cuánto tiempo puede repetir la solicitud para ser autorizado como Abogado(a)?"",Art. 141 inc. último LOJ,""No es que """"pueda"""" TIENE que repetirla antes de que transcurran 3 años"",0.0,""Queda a su libre decisión, pero no puede excederse de un plazo de 3 años"",0.0,No se puede repetir la solicitud sino después de transcurridos 3 años.,0.0,""Será la Corte la que va señalar el plazo, el que no podrá exceder de 3 años"",1.0 ";;;;;;;;
"P1432,""En El Salvador, ¿un panameño no puede ser autorizado para ejercer el notariado?"",Art. 4 Ley del Notariado,Ninguna opción es correcta,0.0,""Claro que puede. por ser centroamericano, en tanto cumpla con lo dispuesto en el inciso final del artículo 4 de la Ley del Notariado."",0.0,""Así es, esa posibilidad la descarta el artículo 4 de la Ley del Notariado."",1.0,Podría si se somete y aprueba con éxito un examen de suficiencia.,0.0 ";;;;;;;;
"P1433,""La sra O le pide autorice una compraventa de un lote a favor del sr Pio, usted al revisar los documentos advierte, que en el pasaporte aparece con un nombre distinto al del antecedente  al respecto la Sra O dice, que el apellido del pasaporte es del actual esposo, que su ex esposo se portó mal, por ello pide solo se consigne los nombres del pasaporte y otros que utiliza en USA. usted le dice."",Arts. 11 Reglamento de la Ley de Restructuración del Registro de la Propiedad Raíz e Hipotecas,""Que está bien, se los va a colocar para que en el futuro no tenga ningún problema de discrepancia."",0.0,""Que se los va a relacionar cada uno, pero que necesita que le traiga los documentos que los respaldan."",0.0,""Que no es posible colocarle los demás nombres, porque no le coinciden con el documento que usted la está identificando."",0.0,""Que no puede obviar el nombre del antecedente, y los demás nombres se los va a colocar, pero que previamente se debe tramitar una diligencia para establecer que todos los nombres le corresponden a ella."",1.0";;;;;;;;
"P1434,¿Puede autorizar el instrumento el notario?,Art. 9 LN.,""No puede autorizar la donación de inmueble, ya que existe una prohibición legal."",1.0,""Si puede hacerlo, pues como notario no tiene ningún provecho."",0.0,""Si puede autorizarlo, ya que con ello se estaría cumpliendo con una obligación social, ayudar a los adultos mayores, contenida en la Ley para la Protección del Adulto Mayor."",0.0,""Si puede autorizar el instrumento, pues si no lo hace la cuñada no tendrá donde vivir."",0.0 ";;;;;;;;
"P1435,""En cuanto al emplazamiento diligenciado por un notario, se debe tener en cuenta la siguiente premisa: "",art. 185 CPCM,Debe ser diligenciado por un Notario del domicilio del emplazado: No,0.0,Puede ser realizado por cualquier Notario de la República de El Salvador: Si,1.0,El juzgado realizara la designación pertinente: No,0.0,Ninguna respuesta es correcta: No,0.0 ";;;;;;;;
P1436,La servidumbre de tránsito voluntaria puede adquirirse de la siguiente manera:,Artículos 881 y siguientes del Código Civil,Por ser acuerdo de voluntades puede realizarse mediante acta notarial sin inscripción en Registro ya que basta con que los dueños del predio sirviente y del dominante sepan sobre su existencia,0.0,Puede adquirirse ya sea mediante Sentencia judicial o mediante escritura publica y ser inscrita en el Registro respectivo.,1.0,Por estar legalmente constituida debe hacerse únicamente mediante sentencia judicial,0.0,Es un acuerdo de voluntades por lo que puede realizarse solo en Escritura Pública ya que debe inscribirse en el respectivo Registro,0.0 ;;;;;;;;
P1437,la obligación condicional esta referida a:,Art. 1344 Código Civil,Acontecer una cosa o que una cosa no acontezca,0.0,Todas son correctas,0.0,Un acontecimiento futuro que puede suceder o no,1.0,Cuando lleva implícito la adquisición de un derecho,0.0 ;;;;;;;;
"P1438,""Con la entrada en vigencia de las nuevas reformas de la Ley del Notariado, los jueces de primera instancia con jurisdicción en lo civil deberán remitir a la Sección del Notariado o a las Oficinas Regionales respectivas, los libros de protocolo que estuvieren bajo su custodia y los registros vinculados al control de la función notarial dentro del plazo de:"",Artículo 5 de la Reforma a la Ley del Notariado mediante D.L. número 870,Quince días hábiles,0.0,Sesenta días hábiles,1.0,Sesenta y cinco días hábiles,0.0,Treinta días hábiles.,0.0 ";;;;;;;;
"P1439,Son ejemplos de incapaces para ejercer el Notariado:,Artículo 6 de la Ley del Notariado,""Los menores de veintiún años  Los ciegos, los mudos, los sordos";;;;" Los que estén en pleno uso de sus facultades mentales."",0.0,""Los mayores de ochenta años"; Los ciegos, los mudos, los sordos;" Los que no estén en pleno uso de sus facultades mentales."",0.0,""Los menores de veintiún años"; Los ciegos, los mudos, los sordos;" Los que estén en pleno uso de sus facultades mentales."",0.0"
"P1440,Situación que acarrea incapacidad para ejercer el notariado:,Artículo 6 Ley del Notariado,""Los condenados por sentencia ejecutoriada a una sanción penal, durante el tiempo que señale la sentencia, aun cuando gocen de libertad restringida"",1.0,""Los condenados por sentencia ejecutoriada a una sanción civil, durante el tiempo que señale la sentencia, aun cuando gocen de libertad restringida."",0.0,""Los condenados por sentencia ejecutoriada a una sanción penal, durante el tiempo que señale la sentencia, aun cuando no gocen de libertad."",0.0,Ninguna es correcta,0.0 ";;;;;;;;
"P1441,""Cuando los futuros contrayentes deseen formular las capitulaciones matrimoniales en las que estipulen acuerdos previos en el cambio de régimen patrimonial que optaran al momento de celebrar su matrimonio, usted como notario deberá de advertir lo siguiente:"",Art. 46 L.T.R.E.F.R.P.M.,Que solo serán válidas si el juez de familia lo autoriza,0.0,""Que le entregará el testimonio de escritura pública para que éstos lo presenten al momento de otorgarse el acta prematrimonial, y el notario o funcionario que realizará dicho matrimonio relacionará dicho convenio en el instrumento respectivo."",1.0,Que deben de presentar el acta prematrimonial al Registro del Estado Familiar para su inscripción de ley.,0.0,""Que debe de presentarlo para su inscripción dentro de los 15 días hábiles siguientes a su otorgamiento, al Registro Estado familiar del lugar donde se encuentre asentada la partida de matrimonio."",0.0 ";;;;;;;;
"P1442,""¿Otorgaría ante sus oficios notariales una Escritura de Fusión de una sociedad Anónima y Sociedad por Acciones Simplificada, donde la sociedad absorbente sea la segunda?"",Art. 319 inc 5° Código.,No porque esta Fusión debe hacerse mediante formulario físico o electrónico,1.0,Sí porque toda Fusión debe constar en Escritura Pública.,0.0,""Sí porque la ley lo exige, salvo que en el acuerdo de Fusión de la sociedad absorbente y absorbida se indique lo contrario."",0.0,No porque la única Fusión que requiere Escritura Pública es la Fusión por integración.,0.0 ";;;;;;;;
P1443,Los contratos obtenidos mediante la interacción con el chatbot serían.,Art. 945 C Com y 1308 CC.,Innominados,0.0,Electrónicos.,0.0,Inteligentes.,0.0,Típicos,1.0 ;;;;;;;;
"P1444,""Un accionista que representa el 35% del capital social de una sociedad Anónima de capital variable le comenta a usted como notario, que la sociedad a la que pertenece, se encuentra constituida por dos socios (él y otro miembro con el 65% del capital social) resulta que se desconoce el paradero del otro accionista, ante esa situación  se le consulta, si es posible celebrar una Asamblea General."",Art. 243 numeral 3,""Si, solo deberá realizarse la convocatoria en la forma que establece el Código de Comercio."",0.0,""No, ya que no podrá constituirse el quorum necesario de instalación."",0.0,""Si, pero deberá celebrarse en tercera convocatoria."",1.0,""No, ya que debe garantizársele el derecho al accionista mayoritario."",0.0";;;;;;;;
"P1445,""Procedería a otorgar una Escritura de Modificación del Pacto social, en el cual se disminuya el capital social a cero y simultáneamente se eleve al mínimo legal establecido?"",Art. 309 C. Com.,""Si, siempre y cuando se cumplan los requisitos previos para el aumento y disminución del capital social."",1.0,""No, ya que al disminuirlo a cero coloca a la sociedad en una causal de disolución."",0.0,""No, ya que la ley lo prohíbe."",0.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P1446,""Si Paola demanda, es válido afirmar que:"",Art. 658 C Com.,""Debido a que Ricardo es aceptante tiene acción cambiaria en vía directa  y, ya que levanto el protesto también tiene acción cambiaria en vía de regreso, y el titulo le será pagado por cualquier suscriptor por la solidaridad cambiaria."",0.0,""Que en este caso se rompe la solidaridad cambiaria y por lo tanto el único obligado es el aceptante, por lo tanto, solo con relación a él se vuelve exigible y eficaz el título."",0.0,""Si demanda, cualquiera de los suscriptores puede oponerle la excepción de que el título es “no negociable”."",1.0,""Debido a que el beneficiario inserto la cláusula “no negociable” en el endoso, él se libera de responsabilidad cambiaria, pero Paola podrá cobrar el título al aceptante en vía directa y a los demás suscritores en vía de regreso (excepto al Mauricio)."",0.0";;;;;;;;
"P1447,En este caso es válido afirmar que:,Art. 679 C Com.,La obligación contenida en el titulo se extingue por la figura de la confusión.,0.0,""Alejandro puede protestar por falta de pago y demandar a Mauricio, Magdalena y a Manuel."",0.0,""Alejandro debe testar los endosos posteriores a su consignación como librado en la letra, y protestando la letra podrá demandar únicamente al Librador."",1.0,""Lo único que puede hacer el librado es volver a endosar la letra, no pudiéndola cobrar o protestar por estar el mismo llamado al pago."",0.0 ";;;;;;;;
"P1448,¿Cómo notario autorizaría esa escritura en esos términos?,Art. 31 C. Com.,""Si, ya que el usufructo sobre el inmueble es apreciable pecuniariamente en moneda de curso legal."",0.0,""No, ya que el aporte en sociedad debe entenderse traslativo de dominio y el usufructo no transfiere la propiedad."",0.0,""Si, el Código de Comercio autoriza el aporte de derechos como el usufructo, el dinero y el trabajo en las sociedades de personas."",0.0,""No, ya que en las sociedades de capital no se permite el aporte de trabajo."",1.0 ";;;;;;;;
"P1449,""En la sociedad, MARTINEZ & SANCHEZ Ltda., frente al fallecimiento del socio Pedro Martínez el pasado mes de agosto, los demás socios han tomado el acuerdo de admitir el ingreso de los herederos del señor Manzano al seno de la sociedad, sin embargo, el pacto social en la cláusula XXIV, de forma categórica prohíbe el ingreso de terceros a la sociedad. Frente a esto, indique:"",Art. 62 C. Com.,""Es invalido el ingreso de los herederos al seno de la sociedad, puesto que en el pacto social hay un expreso Pacto de Restricción."",0.0,""Es invalido el ingreso de terceros a la sociedad puesto que, por un lado, las sociedades de personas se basan en la confianza y por otro, hay un Pacto de Restricción."",0.0,""Es válido el ingreso de los herederos del causante a la sociedad, si los demás socios lo acuerdan unánimemente."",1.0,""Es válido el ingreso de los herederos a la sociedad, y no depende de la voluntad de los demás socios, basta con que se les declare herederos definitivos para tenerlos como socios."",0.0 ";;;;;;;;
"P1450,¿En qué casos la venta de las acciones debe obligatoriamente documentarse en acta notarial?,Art. 138 C. Com.,""Las acciones no se pueden transferir por acta notarial, sino mediante endoso y registro en el Libro de Registro de Accionistas."",0.0,En los casos en que las acciones coticen en el mercado bursátil.,0.0,Cuando la sociedad realiza la venta de las acciones cuyos llamamientos no han sido pagados.,1.0,Cuando se trata de acciones que deben ser amortizadas con intervención de un delegado de la Superintendencia de Obligaciones Mercantiles.,0.0 ";;;;;;;;
P1451,Cuál de los siguientes tipos de contratos públicos están excluidos del ámbito de aplicación de la Ley de Compras Públicas:,Art. 3 lit. j) LCP,Contrato de compra venta de bienes inmuebles,1.0,Contrato concesión de obras públicas,0.0,Contrato de suministros.,0.0,Contrato de obra pública,0.0 ;;;;;;;;
"P1452,¿Usted le comenta a un notario quien le indica?,Art 32 numeral 2 Ley de Notariado. Artículo 33 del Código de Familia.,""No está de acuerdo, ya que en caso que no hablen el idioma castellano, deberá utilizar un intérprete, ya que caso contrario todos deberían hablar inglés."",1.0,""Que está bien, porque el contrayente un poco español."",0.0,""Que está en lo correcto ya que él como notario si habla el idioma inglés, por lo tanto, es posible celebrarlo sin intérprete."",0.0,Ninguna de las respuestas son correctas.,0.0 ";;;;;;;;
